country,date,count
GB,2013-07-01T00:00:00.000Z,1
AU,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
RU,2013-07-01T00:00:00.000Z,1
SG,2013-07-01T00:00:00.000Z,2
KI,2013-07-01T00:00:00.000Z,1
BE,2013-07-01T00:00:00.000Z,1
FR,2013-07-01T00:00:00.000Z,1
AR,2013-07-01T00:00:00.000Z,1
MR,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,2
KW,2013-07-01T00:00:00.000Z,1
IS,2013-07-01T00:00:00.000Z,1
JP,2013-07-01T00:00:00.000Z,1
MX,2013-07-01T00:00:00.000Z,1
BR,2013-07-01T00:00:00.000Z,1
TR,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,2
SA,2013-07-01T00:00:00.000Z,1
HR,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,1
CO,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
IN,2013-07-01T00:00:00.000Z,1
CZ,2013-07-01T00:00:00.000Z,1
DZ,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
AU,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
PH,2013-07-01T00:00:00.000Z,2
NL,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
AU,2013-07-01T00:00:00.000Z,1
MX,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,1
JM,2013-07-01T00:00:00.000Z,1
BD,2013-07-01T00:00:00.000Z,1
ZW,2013-07-01T00:00:00.000Z,2
ID,2013-07-01T00:00:00.000Z,1
PH,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
MX,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,1
BY,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,1
LK,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
TR,2013-07-01T00:00:00.000Z,2
NL,2013-07-01T00:00:00.000Z,1
BR,2013-07-01T00:00:00.000Z,1
SL,2013-07-01T00:00:00.000Z,1
CA,2013-07-01T00:00:00.000Z,2
UG,2013-07-01T00:00:00.000Z,1
CO,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,1
EG,2013-07-01T00:00:00.000Z,1
BE,2013-07-01T00:00:00.000Z,1
BE,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
ZA,2013-07-01T00:00:00.000Z,1
GT,2013-07-01T00:00:00.000Z,2
RU,2013-07-01T00:00:00.000Z,1
BR,2013-07-01T00:00:00.000Z,1
PT,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
JP,2013-07-01T00:00:00.000Z,1
LU,2013-07-01T00:00:00.000Z,2
FR,2013-07-01T00:00:00.000Z,1
PE,2013-07-01T00:00:00.000Z,1
ES,2013-07-01T00:00:00.000Z,1
MX,2013-07-01T00:00:00.000Z,1
EE,2013-07-01T00:00:00.000Z,1
CA,2013-07-01T00:00:00.000Z,1
MX,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
RS,2013-07-01T00:00:00.000Z,1
KE,2013-07-01T00:00:00.000Z,1
CA,2013-07-01T00:00:00.000Z,1
BR,2013-07-01T00:00:00.000Z,1
ZA,2013-07-01T00:00:00.000Z,1
BD,2013-07-01T00:00:00.000Z,1
CA,2013-07-01T00:00:00.000Z,1
FI,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
FI,2013-07-01T00:00:00.000Z,1
RU,2013-07-01T00:00:00.000Z,1
PL,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
IN,2013-07-01T00:00:00.000Z,1
PH,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,1
MC,2013-07-01T00:00:00.000Z,1
ES,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
TR,2013-07-01T00:00:00.000Z,1
AR,2013-07-01T00:00:00.000Z,1
PL,2013-07-01T00:00:00.000Z,1
JP,2013-07-01T00:00:00.000Z,1
SA,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
CH,2013-07-01T00:00:00.000Z,1
SV,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,1
NG,2013-07-01T00:00:00.000Z,1
ES,2013-07-01T00:00:00.000Z,1
SI,2013-07-01T00:00:00.000Z,1
BE,2013-07-01T00:00:00.000Z,1
HT,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
DO,2013-07-01T00:00:00.000Z,3
MY,2013-07-01T00:00:00.000Z,1
IT,2013-07-01T00:00:00.000Z,1
FR,2013-07-01T00:00:00.000Z,1
GT,2013-07-01T00:00:00.000Z,1
PE,2013-07-01T00:00:00.000Z,1
PE,2013-07-01T00:00:00.000Z,1
AU,2013-07-01T00:00:00.000Z,3
ES,2013-07-01T00:00:00.000Z,1
ES,2013-07-01T00:00:00.000Z,1
AT,2013-07-01T00:00:00.000Z,2
MG,2013-07-01T00:00:00.000Z,1
RU,2013-07-01T00:00:00.000Z,1
EC,2013-07-01T00:00:00.000Z,1
CL,2013-07-01T00:00:00.000Z,1
FR,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
CL,2013-07-01T00:00:00.000Z,2
IS,2013-07-01T00:00:00.000Z,1
MZ,2013-07-01T00:00:00.000Z,1
BR,2013-07-01T00:00:00.000Z,5
RU,2013-07-01T00:00:00.000Z,2
JO,2013-07-01T00:00:00.000Z,1
TR,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,1
SV,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
CA,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
IL,2013-07-01T00:00:00.000Z,1
MX,2013-07-01T00:00:00.000Z,1
BE,2013-07-01T00:00:00.000Z,1
BE,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,1
ES,2013-07-01T00:00:00.000Z,1
ES,2013-07-01T00:00:00.000Z,1
SG,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
NO,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,5
SR,2013-07-01T00:00:00.000Z,1
ES,2013-07-01T00:00:00.000Z,1
RU,2013-07-01T00:00:00.000Z,5
AU,2013-07-01T00:00:00.000Z,1
FR,2013-07-01T00:00:00.000Z,1
GN,2013-07-01T00:00:00.000Z,1
LB,2013-07-01T00:00:00.000Z,1
IN,2013-07-01T00:00:00.000Z,1
NG,2013-07-01T00:00:00.000Z,1
AT,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,1
CL,2013-07-01T00:00:00.000Z,1
MQ,2013-07-01T00:00:00.000Z,1
PH,2013-07-01T00:00:00.000Z,2
PL,2013-07-01T00:00:00.000Z,1
PH,2013-07-01T00:00:00.000Z,1
YE,2013-07-01T00:00:00.000Z,2
LR,2013-07-01T00:00:00.000Z,1
CN,2013-07-01T00:00:00.000Z,1
MH,2013-07-01T00:00:00.000Z,1
BE,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
KE,2013-07-01T00:00:00.000Z,1
VE,2013-07-01T00:00:00.000Z,1
PT,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
AF,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
TR,2013-07-01T00:00:00.000Z,1
TR,2013-07-01T00:00:00.000Z,1
VE,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
IM,2013-07-01T00:00:00.000Z,1
MA,2013-07-01T00:00:00.000Z,1
KR,2013-07-01T00:00:00.000Z,1
BY,2013-07-01T00:00:00.000Z,1
BY,2013-07-01T00:00:00.000Z,1
DE,2013-07-01T00:00:00.000Z,1
NG,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
IE,2013-07-01T00:00:00.000Z,1
TR,2013-07-01T00:00:00.000Z,1
SA,2013-07-01T00:00:00.000Z,1
JP,2013-07-01T00:00:00.000Z,1
FR,2013-07-01T00:00:00.000Z,4
PA,2013-07-01T00:00:00.000Z,1
CL,2013-07-01T00:00:00.000Z,1
EE,2013-07-01T00:00:00.000Z,1
IQ,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
BR,2013-07-01T00:00:00.000Z,1
DE,2013-07-01T00:00:00.000Z,1
PE,2013-07-01T00:00:00.000Z,1
SG,2013-07-01T00:00:00.000Z,1
JM,2013-07-01T00:00:00.000Z,1
BR,2013-07-01T00:00:00.000Z,2
AR,2013-07-01T00:00:00.000Z,2
DO,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
SV,2013-07-01T00:00:00.000Z,1
SV,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
MX,2013-07-01T00:00:00.000Z,1
MY,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,1
JP,2013-07-01T00:00:00.000Z,1
UZ,2013-07-01T00:00:00.000Z,2
TR,2013-07-01T00:00:00.000Z,1
JP,2013-07-01T00:00:00.000Z,1
MY,2013-07-01T00:00:00.000Z,1
ES,2013-07-01T00:00:00.000Z,1
CN,2013-07-01T00:00:00.000Z,1
IN,2013-07-01T00:00:00.000Z,2
MY,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,1
BD,2013-07-01T00:00:00.000Z,2
US,2013-07-01T00:00:00.000Z,1
HT,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,1
AU,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,1
FR,2013-07-01T00:00:00.000Z,1
IT,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,1
NI,2013-07-01T00:00:00.000Z,1
AU,2013-07-01T00:00:00.000Z,1
LK,2013-07-01T00:00:00.000Z,2
SG,2013-07-01T00:00:00.000Z,1
RO,2013-07-01T00:00:00.000Z,1
BR,2013-07-01T00:00:00.000Z,1
NG,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,2
KR,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
IN,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
MY,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,1
UM,2013-07-01T00:00:00.000Z,1
AU,2013-07-01T00:00:00.000Z,1
PA,2013-07-01T00:00:00.000Z,1
DE,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,3
NG,2013-07-01T00:00:00.000Z,1
BR,2013-07-01T00:00:00.000Z,1
MY,2013-07-01T00:00:00.000Z,1
ES,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
SI,2013-07-01T00:00:00.000Z,1
UG,2013-07-01T00:00:00.000Z,1
RU,2013-07-01T00:00:00.000Z,1
CO,2013-07-01T00:00:00.000Z,1
GR,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,1
GR,2013-07-01T00:00:00.000Z,1
ZW,2013-07-01T00:00:00.000Z,1
MR,2013-07-01T00:00:00.000Z,1
RU,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
HT,2013-07-01T00:00:00.000Z,1
KR,2013-07-01T00:00:00.000Z,1
PE,2013-07-01T00:00:00.000Z,2
NL,2013-07-01T00:00:00.000Z,1
CH,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
PT,2013-07-01T00:00:00.000Z,1
IL,2013-07-01T00:00:00.000Z,1
JP,2013-07-01T00:00:00.000Z,1
FR,2013-07-01T00:00:00.000Z,1
SE,2013-07-01T00:00:00.000Z,1
JP,2013-07-01T00:00:00.000Z,1
CH,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
SO,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,2
US,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
ZW,2013-07-01T00:00:00.000Z,1
FR,2013-07-01T00:00:00.000Z,1
BR,2013-07-01T00:00:00.000Z,1
VE,2013-07-01T00:00:00.000Z,1
MY,2013-07-01T00:00:00.000Z,1
NP,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
GT,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
BG,2013-07-01T00:00:00.000Z,1
JP,2013-07-01T00:00:00.000Z,1
RU,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,2
FR,2013-07-01T00:00:00.000Z,3
ID,2013-07-01T00:00:00.000Z,1
CA,2013-07-01T00:00:00.000Z,1
PA,2013-07-01T00:00:00.000Z,1
SG,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
SE,2013-07-01T00:00:00.000Z,1
GP,2013-07-01T00:00:00.000Z,1
LY,2013-07-01T00:00:00.000Z,1
FR,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,2
CH,2013-07-01T00:00:00.000Z,1
MY,2013-07-01T00:00:00.000Z,1
NZ,2013-07-01T00:00:00.000Z,1
AE,2013-07-01T00:00:00.000Z,1
ME,2013-07-01T00:00:00.000Z,1
ZA,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,1
AO,2013-07-01T00:00:00.000Z,1
NG,2013-07-01T00:00:00.000Z,1
BR,2013-07-01T00:00:00.000Z,1
SO,2013-07-01T00:00:00.000Z,1
UM,2013-07-01T00:00:00.000Z,1
HN,2013-07-01T00:00:00.000Z,1
SV,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,2
EC,2013-07-01T00:00:00.000Z,1
SI,2013-07-01T00:00:00.000Z,1
CO,2013-07-01T00:00:00.000Z,1
CO,2013-07-01T00:00:00.000Z,1
ES,2013-07-01T00:00:00.000Z,1
FR,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
IS,2013-07-01T00:00:00.000Z,1
BD,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
BY,2013-07-01T00:00:00.000Z,1
AU,2013-07-01T00:00:00.000Z,1
GT,2013-07-01T00:00:00.000Z,1
MA,2013-07-01T00:00:00.000Z,1
NP,2013-07-01T00:00:00.000Z,1
PT,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,1
NG,2013-07-01T00:00:00.000Z,1
GW,2013-07-01T00:00:00.000Z,1
CL,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
CA,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
JP,2013-07-01T00:00:00.000Z,2
NP,2013-07-01T00:00:00.000Z,1
HU,2013-07-01T00:00:00.000Z,1
GP,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,1
TR,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,1
BE,2013-07-01T00:00:00.000Z,1
IN,2013-07-01T00:00:00.000Z,1
PH,2013-07-01T00:00:00.000Z,1
MY,2013-07-01T00:00:00.000Z,1
JP,2013-07-01T00:00:00.000Z,1
PT,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
ZW,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,1
JP,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,1
ZA,2013-07-01T00:00:00.000Z,1
FR,2013-07-01T00:00:00.000Z,1
TW,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,2
DO,2013-07-01T00:00:00.000Z,4
NL,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
ES,2013-07-01T00:00:00.000Z,1
GH,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
SG,2013-07-01T00:00:00.000Z,2
BR,2013-07-01T00:00:00.000Z,1
IS,2013-07-01T00:00:00.000Z,1
SG,2013-07-01T00:00:00.000Z,1
AR,2013-07-01T00:00:00.000Z,1
BE,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,1
KZ,2013-07-01T00:00:00.000Z,1
PL,2013-07-01T00:00:00.000Z,1
PR,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,3
MX,2013-07-01T00:00:00.000Z,1
UA,2013-07-01T00:00:00.000Z,1
AE,2013-07-01T00:00:00.000Z,1
TR,2013-07-01T00:00:00.000Z,1
AR,2013-07-01T00:00:00.000Z,2
GB,2013-07-01T00:00:00.000Z,1
HT,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
IR,2013-07-01T00:00:00.000Z,1
ES,2013-07-01T00:00:00.000Z,1
PH,2013-07-01T00:00:00.000Z,1
NG,2013-07-01T00:00:00.000Z,1
SR,2013-07-01T00:00:00.000Z,1
BE,2013-07-01T00:00:00.000Z,1
BE,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,2
GT,2013-07-01T00:00:00.000Z,1
NZ,2013-07-01T00:00:00.000Z,1
NO,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,1
GP,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
NI,2013-07-01T00:00:00.000Z,1
MX,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,1
UY,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,1
MY,2013-07-01T00:00:00.000Z,1
EC,2013-07-01T00:00:00.000Z,2
US,2013-07-01T00:00:00.000Z,1
YE,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
MX,2013-07-01T00:00:00.000Z,1
LB,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,1
AE,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
AF,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,1
CH,2013-07-01T00:00:00.000Z,1
GH,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
AW,2013-07-01T00:00:00.000Z,1
IT,2013-07-01T00:00:00.000Z,1
UG,2013-07-01T00:00:00.000Z,1
ES,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,1
IT,2013-07-01T00:00:00.000Z,1
TH,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,1
PH,2013-07-01T00:00:00.000Z,1
MP,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
MU,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
TR,2013-07-01T00:00:00.000Z,1
UA,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,1
FR,2013-07-01T00:00:00.000Z,1
CA,2013-07-01T00:00:00.000Z,1
UA,2013-07-01T00:00:00.000Z,1
SE,2013-07-01T00:00:00.000Z,1
KE,2013-07-01T00:00:00.000Z,1
IT,2013-07-01T00:00:00.000Z,1
ES,2013-07-01T00:00:00.000Z,1
UM,2013-07-01T00:00:00.000Z,1
PT,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,2
CM,2013-07-01T00:00:00.000Z,1
JP,2013-07-01T00:00:00.000Z,1
MA,2013-07-01T00:00:00.000Z,1
IR,2013-07-01T00:00:00.000Z,1
BJ,2013-07-01T00:00:00.000Z,1
RU,2013-07-01T00:00:00.000Z,1
MY,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
PT,2013-07-01T00:00:00.000Z,1
DE,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
BS,2013-07-01T00:00:00.000Z,1
GT,2013-07-01T00:00:00.000Z,1
PK,2013-07-01T00:00:00.000Z,1
PT,2013-07-01T00:00:00.000Z,1
AU,2013-07-01T00:00:00.000Z,1
DE,2013-07-01T00:00:00.000Z,1
PH,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,1
FR,2013-07-01T00:00:00.000Z,1
AO,2013-07-01T00:00:00.000Z,1
FR,2013-07-01T00:00:00.000Z,1
FR,2013-07-01T00:00:00.000Z,1
ZA,2013-07-01T00:00:00.000Z,1
IN,2013-07-01T00:00:00.000Z,1
RU,2013-07-01T00:00:00.000Z,1
GT,2013-07-01T00:00:00.000Z,1
VE,2013-07-01T00:00:00.000Z,1
GN,2013-07-01T00:00:00.000Z,1
HR,2013-07-01T00:00:00.000Z,1
VE,2013-07-01T00:00:00.000Z,1
LK,2013-07-01T00:00:00.000Z,1
AU,2013-07-01T00:00:00.000Z,1
SV,2013-07-01T00:00:00.000Z,1
TR,2013-07-01T00:00:00.000Z,1
SG,2013-07-01T00:00:00.000Z,1
MY,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
ES,2013-07-01T00:00:00.000Z,1
PH,2013-07-01T00:00:00.000Z,1
BE,2013-07-01T00:00:00.000Z,1
RU,2013-07-01T00:00:00.000Z,1
JP,2013-07-01T00:00:00.000Z,1
GB,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,1
NZ,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,2
NL,2013-07-01T00:00:00.000Z,1
BE,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
KE,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
FJ,2013-07-01T00:00:00.000Z,1
JP,2013-07-01T00:00:00.000Z,1
MA,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
CI,2013-07-01T00:00:00.000Z,1
PL,2013-07-01T00:00:00.000Z,1
TD,2013-07-01T00:00:00.000Z,1
FR,2013-07-01T00:00:00.000Z,1
SE,2013-07-01T00:00:00.000Z,1
FR,2013-07-01T00:00:00.000Z,1
FR,2013-07-01T00:00:00.000Z,1
FR,2013-07-01T00:00:00.000Z,1
IQ,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
IQ,2013-07-01T00:00:00.000Z,1
FR,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
BF,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
KE,2013-07-01T00:00:00.000Z,1
BN,2013-07-01T00:00:00.000Z,1
FR,2013-07-01T00:00:00.000Z,1
FR,2013-07-01T00:00:00.000Z,1
EG,2013-07-01T00:00:00.000Z,1
RS,2013-07-01T00:00:00.000Z,1
KE,2013-07-01T00:00:00.000Z,1
AR,2013-07-01T00:00:00.000Z,1
PH,2013-07-01T00:00:00.000Z,1
AU,2013-07-01T00:00:00.000Z,1
MX,2013-07-01T00:00:00.000Z,1
GR,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
NG,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,2
ID,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
EH,2013-07-01T00:00:00.000Z,1
JE,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
FR,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
UZ,2013-07-01T00:00:00.000Z,1
CR,2013-07-01T00:00:00.000Z,1
ID,2013-07-01T00:00:00.000Z,1
FR,2013-07-01T00:00:00.000Z,1
SG,2013-07-01T00:00:00.000Z,1
BJ,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
PS,2013-07-01T00:00:00.000Z,1
US,2013-07-01T00:00:00.000Z,1
RO,2013-07-01T00:00:00.000Z,1
NL,2013-07-01T00:00:00.000Z,1
ME,2013-07-01T00:00:00.000Z,1
FR,2013-08-01T00:00:00.000Z,524
ID,2013-08-01T00:00:00.000Z,4
TR,2013-08-01T00:00:00.000Z,6
PT,2013-08-01T00:00:00.000Z,8
TR,2013-08-01T00:00:00.000Z,2
GE,2013-08-01T00:00:00.000Z,4
MY,2013-08-01T00:00:00.000Z,13
FR,2013-08-01T00:00:00.000Z,1
AR,2013-08-01T00:00:00.000Z,13
MQ,2013-08-01T00:00:00.000Z,17
JP,2013-08-01T00:00:00.000Z,1
DE,2013-08-01T00:00:00.000Z,6
BR,2013-08-01T00:00:00.000Z,14
BR,2013-08-01T00:00:00.000Z,2
PA,2013-08-01T00:00:00.000Z,10
AF,2013-08-01T00:00:00.000Z,1
UY,2013-08-01T00:00:00.000Z,1
VE,2013-08-01T00:00:00.000Z,10
SI,2013-08-01T00:00:00.000Z,1
US,2013-08-01T00:00:00.000Z,135
US,2013-08-01T00:00:00.000Z,1
VE,2013-08-01T00:00:00.000Z,1
NL,2013-08-01T00:00:00.000Z,11
MX,2013-08-01T00:00:00.000Z,1
US,2013-08-01T00:00:00.000Z,123
ES,2013-08-01T00:00:00.000Z,2
SI,2013-08-01T00:00:00.000Z,19
VE,2013-08-01T00:00:00.000Z,29
VE,2013-08-01T00:00:00.000Z,4
US,2013-08-01T00:00:00.000Z,76
AF,2013-08-01T00:00:00.000Z,1
US,2013-08-01T00:00:00.000Z,182
NL,2013-08-01T00:00:00.000Z,5
PH,2013-08-01T00:00:00.000Z,7
GB,2013-08-01T00:00:00.000Z,1
MX,2013-08-01T00:00:00.000Z,1
US,2013-08-01T00:00:00.000Z,3
